name,releasedate,copiessold,price,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
勾八狂想曲,2024-07-16,36043,4.99,147185.0,3.1321856073593546,93,Indie,勾八游戏,勾八游戏,2996200
Aeruta,2024-05-15,11532,14.99,146384.0,3.823862384264399,86,Indie,"GRAVITY GAME ARISE Co., Ltd.",FromDawn Games,2286780
MWNeus,2024-08-12,17079,10.99,146188.0,1.5783624783835415,85,Indie,CLLGames,CLLGames,2701210
"Sex, Please",2024-05-24,38909,5.99,145765.0,1.5732950377279882,74,Indie,Evil Boobs Cult,Evil Boobs Cult,2608620
Shop Legends,2024-02-03,4881,0.0,145540.0,96.4889328536079,51,Indie,Cloudcade,Cloudcade,982300
Laughing to Die,2024-04-10,48759,4.99,145336.0,1.664247236383009,0,AA,Gamera Games,大吉利制作组,2182400
CD 2: Trap Master,2024-03-28,12111,14.99,144122.0,14.886709065862858,84,Indie,"ACE ENTERTAINMENT,Erabit",ACE ENTERTAINMENT,2330870
Center Station Simulator,2024-04-05,9795,18.35,144011.0,37.60065180814037,90,Indie,Nightmare Phoenix,Nightmare Phoenix,2823890
With Eyes Closed - Season 1,2024-08-16,13201,12.99,143830.0,2.62212839425719,80,Indie,Ker,Ker,2492780
Once a Porn a Time 2,2024-06-15,11016,14.99,143625.0,5.743886096291238,79,Indie,OPT Studio,OPT Studio,2735510
Hellbreach: Vegas,2024-08-14,16668,14.99,143445.0,3.6441777939194218,78,Indie,Iceberg Interactive,Infinity Ape Studios,1691320
I Am Part-time Worker!!,2024-06-26,27661,5.99,143115.0,1.1508789912695352,77,Indie,KomeFukuro,KomeFukuro,2985930
BORE BLASTERS,2024-03-08,19335,9.99,142092.0,7.815683895628099,84,Indie,8BitSkull,8BitSkull,2398170
Pool Cleaning Simulator,2024-06-05,14585,15.99,141787.0,5.968698775476018,70,Indie,"FreeMind S.A.,PlayWay S.A.","Rubens Games,FreeMind S.A.",2165620
From Glory To Goo,2024-04-02,15469,11.99,140951.0,16.68310705082089,92,Indie,Stratagem Blue,Stratagem Blue,2607060
Solo leeching~35-Year-Old Magician Journey,2024-06-21,15751,10.99,140940.0,1.780681503149469,88,Indie,072 Project,アンクルおじ,2696070
Spectral Scream,2024-08-28,17856,9.99,140690.0,4.114998906714487,84,Indie,STOIC Ent.,STOIC Ent.,2620240
1 to 1 humanoid edible toys,2024-08-07,21002,7.99,140013.0,2.4110427035103563,95,Indie,无,"汉谟拉比炒面,我的屁是香哒",2976720
ASTRAL TALE-星界神話,2024-01-07,43217,0.0,138164.27473883974,104.18254808777462,39,Indie,"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.",2591210
Ark of Charon,2024-07-08,7322,21.99,138039.0,15.685483626994415,83,Indie,SUNSOFT,"Angoo Inc.,SUNSOFT",2827810
And the Hero Was Never Seen Again,2024-02-10,11972,14.99,137489.0,7.030944723548148,90,Indie,Kagura Games,Circle Poison,2582660
United Penguin Kingdom,2024-03-09,12818,14.99,137453.0,9.254702087867598,79,Indie,"GrabTheGames,UpgradePoint",Turquoise Revival Games,2635350
First Dwarf,2024-06-19,7002,24.99,136381.0,4.20162183578225,71,Indie,"Star Drifters,4Divinity",Star Drifters,1714900
Multi Turret Academy,2024-01-18,17922,8.99,135974.0,10.859354431064316,97,Indie,Scarlet Academy,Scarlet Academy,1869270
A Twisted Path to Renown,2024-06-06,5416,29.99,135445.0,32.539100142740494,54,Indie,Game-Labs,Game-Labs,2304660
Repair this!,2024-04-19,13207,11.99,134665.0,7.129466789211678,88,Indie,hgiSoft,hgiSoft,2517200
clickyland,2024-06-03,30891,4.99,134579.0,3.507301277365972,84,Indie,Sokpop Collective,Sokpop Collective,2751050
BIOMORPH,2024-04-05,8327,19.99,134478.0,10.81047014652968,94,Indie,Lucid Dreams Studio,Lucid Dreams Studio,1430220
KONOSUBA - God's Blessing on this Wonderful World! Love For These Clothes Of Desire!,2024-02-07,3261,49.99,133582.0,11.676291704663813,90,Indie,PQube,MAGES. Inc.,2349140
Tunnel Escape,2024-08-22,8953,19.99,133472.0,7.871207655983875,83,Indie,Saikey Studios,Elzee,2908950
WARCANA,2024-08-29,8667,16.99,132527.0,9.17396185427534,0,AA,Team17,1000 Orks,2022930
Sunset Hills,2024-08-20,9067,17.99,132521.0,3.892424119059143,0,Indie,"Cotton Game,Asmik Ace, Inc.",Cotton Game,1791590
Liu Shan Maker,2024-05-13,15876,9.99,132333.0,2.356807953029711,81,Indie,"Playmeow,ACG creator",Xian,1997480
Casino Simulator,2024-05-23,21835,6.99,132078.0,5.142398956146814,91,Indie,Lodos Games,Lodos Games,2898270
Mirror of Heaven,2024-06-01,18183,9.25,131680.0,16.510882014762892,81,Indie,Leyo Games,EnjoyPlay Ltd,2180340
Gori: Cuddly Carnage,2024-08-29,8286,21.99,131175.0,4.812221953692276,98,Indie,"Wired Productions,CouchPlay Interactive (Greater China)",Angry Demon Studio,1299690
Churn Vector,2024-01-11,11565,14.99,130913.0,11.39826729620468,91,Indie,Naelstrof,"Naelstrof,Eugene,Archival",2686900
Pine Harbor,2024-04-25,10750,17.9,129987.0,1.798743259643329,66,Indie,Vision Forge Team,Vision Forge Team,2448030
Chornobyl Liquidators,2024-06-06,8056,19.99,129800.0,3.827632608126103,43,Indie,Frozen Way,Live Motion Games,1113010
Anomaly Exit,2024-03-31,23968,5.99,129211.0,1.370028927181579,92,Indie,ExamlGuy,ExamlGuy,2232600
Rift Wizard 2,2024-03-24,9029,17.99,129153.0,28.48270747058968,94,Indie,Dylan White,Dylan White,2058570
Magic Research 2,2024-05-21,24898,5.99,128483.0,75.52942605437786,95,Indie,Maticolotto,Maticolotto,2864890
Potions: A Curious Tale,2024-03-07,7522,19.99,127676.0,4.2824884665923,91,Indie,Stumbling Cat,Stumbling Cat,378690
Happy Sheepies,2024-07-08,12053,12.99,126481.0,4.561630918417058,82,Indie,Berker Games,Berker Games,2860450
Kādomon: Hyper Auto Battlers,2024-03-25,15364,9.99,126462.0,9.378672564556648,69,Indie,Fireshine Games,Dino Rocket,2125540
Kitchen Crisis,2024-04-02,9362,14.99,126302.0,13.785406431198403,76,Indie,Team Samoyed,Team Samoyed,2118250
My Holiness the Gobliness,2024-05-16,18918,7.99,125882.0,1.8054321828185629,90,Indie,"Mango Party,Mango Party News",BFGS,2176570
Ratten Reich,2024-08-09,8439,19.99,124545.0,1.4585582074543249,0,Indie,Crytivo,METALLADLERSTUDIO,1717250
Dungeon Keeper™ 2,2024-03-07,58372,4.99,124273.0,10.70984715281564,96,AAA,Electronic Arts,Bullfrog Productions,2616460
Kitsune Tails,2024-08-01,7489,19.99,124094.0,3.06825394518638,99,Indie,"Kitsune Games,MidBoss, LLC.",Kitsune Games,1325260
Don't Shout Together,2024-06-14,31887,4.99,124033.0,0.9848114232700108,33,Indie,SinisterGames,SinisterGames,2625510
Everafter Falls,2024-06-20,7341,19.99,123977.0,25.153398258825927,90,Indie,Akupara Games,SquareHusky,1416960
DEVIL BLADE REBOOT,2024-05-23,9966,15.99,123743.0,4.484006580046724,100,Indie,SHIGATAKE GAMES,SHIGATAKE GAMES,2882440
Just Xiangqi,2024-01-15,18233,9.99,122952.0,10.496655937885572,86,Indie,Studio Amateur,Studio Amateur,2248180
突然＊恋人,2024-04-19,7912,29.99,122358.0,12.145729938421471,0,Indie,HIKARI FIELD,SMEE,2510810
Fruit Mountain,2024-03-17,15541,8.99,122090.0,11.539945662135423,0,Indie,BeXide Inc.,BeXide Inc.,2753620
Blacksmith. Song of two Kings.,2024-02-13,6428,24.99,121847.0,12.88320570542318,81,Indie,Pavel Leksin,Pavel Leksin,2531370
云岚九歌,2024-02-01,8734,0.0,120624.0,53.76316775277071,83,Indie,云岚九歌,云岚九歌,2685430
ServiceIT: You can do IT,2024-03-04,11704,12.99,119970.0,3.2941349420416337,75,Indie,"FreeMind S.A.,PlayWay S.A.",picture4u,2194730
Heroes Wanted,2024-06-11,12366,19.99,119956.0,22.056278066296468,85,Indie,Gameplete,Gameplete,2667410
The Crush House,2024-08-09,8491,16.99,119615.0,4.720167640168312,76,AA,Devolver Digital,Nerial,2337820
Bounty: Drag Racing,2024-05-24,8324,24.99,119403.0,29.086758428949786,90,Indie,KODgames,KODgames,1803390
Zet Zillions,2024-05-23,14513,9.99,118127.0,11.015760970625273,89,AA,Raw Fury,OTA IMON Studios,2229560
天呐！找不到真爱就扑街！,2024-05-30,20613,6.99,117466.0,5.547836570388897,85,Indie,國王互娛King Interactive,國王互娛King Interactive,2817690
#BLUD,2024-06-18,5557,24.99,117246.0,6.316958418986393,76,AA,Humble Games,Exit 73 Studios,1921480
Rustil: Eternal Labyrinth Castle,2024-04-25,9425,14.99,117115.0,6.726593259880232,71,Indie,KTMG LLC.,KIC Games,2162820
黄毛漂流记,2024-02-05,84506,1.99,117047.0,2.9681194503239188,0,Indie,BalloonsGame,BalloonsGame,2535770
Diabotical Rogue,2024-06-04,8314,19.99,116875.0,12.374667067893927,79,Indie,GD Studio Inc,GD Studio Inc,2805060
The Devil Within: Satgat,2024-04-09,7093,19.99,116681.0,5.86608812156575,0,Indie,"Newcore Games,Astrolabe Games",Newcore Games,1802880
Rock Star Life Simulator,2024-02-26,11394,12.49,116257.0,5.247893236442482,93,Indie,HOGO Games,HOGO Games,2530950
Artifact Seeker: Resurrection,2024-07-26,21260,8.99,115933.0,7.560146965041439,85,Indie,Lynkpin Game,Lynkpin Game,3054610
Supernormal,2024-01-08,16944,7.99,115876.0,1.644515685236371,69,Indie,Hitori de Productions,Hitori de Productions,2532430
Psalm 5:9-13,2024-03-13,34932,3.99,114851.0,0.5496443790101976,86,Indie,"Ranwog,Notex,a1esska","Ranwog,Notex,a1esska",1837220
Pathfinder: Gallowspire Survivors,2024-04-04,23803,6.99,114460.0,6.935692979085918,64,Indie,BKOM Studios,BKOM Studios,2388460
What the Fog,2024-05-14,25501,4.99,114434.0,2.3208439147496027,0,AA,Behaviour Interactive Inc.,Behaviour Interactive Inc.,2139020
Horticular,2024-07-11,7084,19.99,114045.0,8.426789375719885,95,Indie,Slug Disco,inDirection Games,1928540
Sovereign Syndicate,2024-01-15,7160,19.99,113468.0,8.545574708566374,86,Indie,Crimson Herring Studios,Crimson Herring Studios,1674920
Tales of Spark,2024-02-04,12900,13.99,113195.0,14.51652826490311,85,Indie,Ice and Fire Isle Studio,Ice and Fire Isle Studio,2165390
Fatal Countdown - immoral List of Desires,2024-04-09,12388,10.99,113186.0,1.786202605335042,83,Indie,"Playmeow,ACG creator",Secret Garden,1987980
Stellar Settlers: Space Base Builder,2024-03-11,12644,11.99,112737.0,2.8593045181380656,88,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2628570
SimCity™ 3000 Unlimited,2024-03-07,47101,4.99,112651.0,7.697533717458039,86,AAA,Electronic Arts,Maxis,2741560
Let's Go! My Harem Farm,2024-06-21,9267,14.99,112505.0,5.636361336203013,81,Indie,OTAKU Plan,XO_PROJECT,2659960
Personal Trainer,2024-05-27,10501,12.99,112150.0,4.550002496678145,81,Indie,Udder Yeti,Domiek,2385140
Dream Tactics,2024-04-15,8069,17.99,112147.0,13.108250723006284,94,Indie,indie.io,Spectra Entertainment Inc.,1897650
Ova Magica,2024-07-23,5364,24.99,111979.0,22.50564236018926,0,Indie,"Top Hat Studios, Inc.","Skinny Frog,ClaudiaTheDev",1299170
Spirit Hunter: Death Mark II,2024-02-15,2783,49.99,111912.0,11.417801959194982,98,Indie,Aksys Games,"EXPERIENCE,Ghostlight LTD",2080800
Seifuku Kanojo,2024-04-02,5488,29.99,111658.0,9.261170262539688,83,Indie,HIKARI PULSE,Entergram,2673490
Oriental Valley,2024-04-25,7846,17.99,111604.0,9.214083597671644,86,Indie,ETime Studio,猫多游戏,2201930
Space Prison,2024-07-18,6673,19.99,111599.0,8.315043071342291,88,Indie,Firesquid,Wooden Alien,1865930
Whispered Promises ~ 14 Days of Love with Anna,2024-02-14,8872,15.99,111150.0,1.8763832771371465,93,Indie,072 Project,OMNIS,2507840
Throne of Bone,2024-04-08,7755,16.99,110885.0,12.912109890722832,92,Indie,Windmill Slam,Windmill Slam,1866630
Love X Crotch X GYM,2024-03-29,8753,15.99,110745.0,2.402291570090048,83,Indie,072 Project,"奶油貓工作室,バター貓スタジオ",2430700
Pesticide Not Required,2024-03-18,20018,6.5,110721.0,8.986554446747627,94,Indie,Jampacked Games,Jampacked Games,2479320
Dragon Is Dead,2024-06-07,6489,19.99,109973.0,8.952984705381535,77,Indie,"PM Studios, inc.",TeamSuneat,2803280
Gourdlets,2024-08-15,29540,4.99,109304.0,4.510849803181503,95,Indie,"Future Friends Games,AuntyGames",AuntyGames,2013730
Unreal Lust Theory,2024-03-29,22266,7.99,108802.0,1.6062343921411546,74,Indie,Inceton games,Inceton games,2573100
Escape from the Room of the Serving Doll,2024-06-18,18575,6.99,108603.0,1.2631172015065026,87,Indie,Playmeow,桃山プロダクション,2442390
NTR'd By Clumsiness,2024-05-15,20401,6.99,108551.0,2.2641617236393574,80,Indie,Hangover Cat Purrroduction,Hangover Cat Purrroduction,2277300
Rogue Voltage,2024-05-10,8150,15.99,108249.0,8.035693626041311,93,Indie,"Horizont Computergrafik,IndieArk",Horizont Computergrafik,1494560
The Braves,2024-05-03,35671,0.0,107932.0,37.56037743623871,65,Indie,101XP,101XP GAME STUDIOS,2479830
The Political Machine 2024,2024-05-02,5997,19.99,107442.0,9.375262746564824,71,Indie,Stardock Entertainment,Stardock Entertainment,2512090
Lootun,2024-05-14,23003,5.49,107153.0,64.13552450605829,94,Indie,ArrowSoftGames,ArrowSoftGames,1960270
Stellar Initiative,2024-05-27,12661,9.99,106342.0,7.096431675244657,72,Indie,Five Head Games,Five Head Games,2529080
Baladins,2024-05-15,5066,24.99,106200.0,3.3563584876458874,84,Indie,Armor Games Studios,Seed by Seed,1866320
Of Life and Land,2024-04-02,5200,24.99,106071.0,8.470716159988035,93,Indie,"Kerzoven,Metaroot",Kerzoven,1733110
Aero GPX,2024-08-06,6739,19.99,105983.0,4.249184101788392,99,Indie,Aaron McDevitt,Aaron McDevitt,2160360
Trinity Survivors,2024-05-02,13772,9.99,105834.0,6.141025061148281,78,Indie,"Flyway Games, Inc.","Flyway Games, Inc.",2686580
Old School Rally,2024-07-18,12741,9.99,105556.0,3.3328854130189614,93,Indie,Astrolabe Games,Frozen Lake Games,2824660
Factory Outlet Simulator,2024-07-15,12466,10.99,105087.0,12.264593888983066,87,Indie,PISHO,PISHO,2981590
Sandwalkers,2024-06-19,6527,19.99,104827.0,8.163045434052988,75,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Goblinz Studio,1639080
Craftomation 101: Programming & Craft,2024-02-19,13458,9.99,104104.0,12.247192066961416,88,Indie,Luden.io,Luden.io,1724140
Deadrock Redemption,2024-04-04,8414,14.99,103914.0,1.9315781914925247,67,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2753270
Dungeon Travelers: To Heart 2 in Another World,2024-02-14,7032,19.99,103875.0,26.40898855646969,89,Indie,"DMM GAMES,Shiravune",AQUAPLUS,1901620
Dustland Delivery,2024-07-11,16038,7.99,103498.0,16.13021138305583,93,Indie,Farlight Games,Neutron Star Studio,2943280
Saki and the Crucible of Debauchery,2024-07-25,13943,8.99,103268.0,2.3790812982022453,96,Indie,"Mango Party,Mango Party News",ofuroworks,2652500
The Tribe Must Survive,2024-05-23,6191,24.99,103232.0,9.08482471233303,72,Indie,Starbreeze Entertainment,Walking Tree Games GmbH,1729940
PMC Promiscuity,2024-05-18,6029,19.99,103206.0,4.655877506903089,91,Indie,Overseer Division,"Shuuko,Amber Fiend",2738670
Mashiroiro Symphony HD -Love is Pure White-,2024-05-01,4565,39.99,103113.0,16.50014475843828,85,Indie,Shiravune,Palette,2737970
Princess Maker 2 Regeneration,2024-07-10,3127,39.99,103057.0,5.284493425227376,62,Indie,Bliss Brain,"Bliss Brain,Monkey Craft",2311530
Kakuriyo Village ~Moratorium of Adolescence~,2024-03-21,5302,24.99,102837.0,3.703153793078795,85,Indie,BokiBoki Games,I'm moralist,2326590
Beneath the Mountain,2024-03-05,5490,24.99,102217.0,10.58303889083662,67,Indie,Gameclaw Studio,Omnis Rector Studios,1728840
Serum,2024-05-23,5714,24.99,101998.0,4.520200688637722,59,Indie,Toplitz Productions,Game Island,1610520
Personal Study,2024-04-15,14975,7.99,101925.0,1.8344642000474296,90,Indie,ArcaneSpoon,ArcaneSpoon,2878000
Deathless. Tales of Old Rus,2024-06-18,5280,24.99,101371.0,12.004932786153772,88,Indie,1С-777 Limited,1C Game Studios,2727210
The Great Rebellion,2024-02-01,6274,19.99,101324.0,3.919736996924976,99,Indie,AIP,Kvltgames,2732820
Backrooms Break,2024-04-24,13850,8.99,101261.0,1.747438412475688,71,Indie,Jan Jileček,Jan Jileček,2248330
Turbo Kid,2024-04-09,6185,19.99,101051.0,9.214640817798797,96,Indie,Outerminds Inc.,Outerminds Inc.,1733250
Don't Disturb Your STEPMOM,2024-06-20,8550,13.99,100118.0,2.188715860354927,68,Indie,Lemonhaze Game Studio,Lemonhaze Studio,2937910
Fallen Young Wife~Netorare H without telling her husband~,2024-05-03,10217,11.99,99794.0,0.9473265220608578,75,Indie,072 Project,瀧壺チャンネル,2717310
"Love, Ghostie",2024-08-14,5937,19.99,99704.0,3.727087878172361,97,Indie,"Janbeh Games, LLC","Janbeh Games, LLC",1789490
Paper Trail,2024-05-21,6971,19.99,99360.0,4.517925370173087,0,Indie,Newfangled Games,Newfangled Games,1889740
Underspace,2024-04-10,6301,19.99,99105.0,16.03857155052236,83,Indie,Camlann Games,Pastaspace Interactive,1111930
Humans are not that against Lizardwomen,2024-04-06,52018,3.99,98977.0,2.73542716292518,94,Indie,Horny Capybara Studio,Hue Axis Entertainment,2715650
Star Command Galaxies,2024-08-28,7879,14.99,98718.0,5.326777990161925,44,Indie,Warballoon,Warballoon,402160
Nightmare: The Lunatic,2024-03-31,8560,16.99,98647.0,12.420812923843696,90,Indie,Maetdol Games,Maetdol Games,1842730
Bears In Space,2024-03-22,6160,19.99,98573.0,9.076366799930872,96,Indie,Ravenscourt,Broadside Games,1309620
ALTF42,2024-06-04,25211,7.99,98378.0,4.830693338953039,75,Indie,GRAVITY,PUMPKIM,2187230
B-17 Flying Fortress : The Mighty 8th Redux,2024-01-25,7611,14.99,97527.0,10.442652231942674,66,Indie,MicroProse Software,MicroProse Software,2000800
TrinityS,2024-04-25,9630,14.99,97404.0,7.425199078752663,75,Indie,Phoenixx Inc.,Indie-us Games,1584690
Slave Zero X,2024-02-21,4603,24.99,97228.0,6.396802075195478,85,Indie,Ziggurat,Poppy Works,1903910
Crestfallen: Medieval Survival,2024-07-17,8635,14.99,97203.0,9.388145547654238,69,Indie,Bloodbath Studios,Bloodbath Studios,2293680
My Pleasure - Season 3,2024-03-28,6301,18.99,95671.0,6.129136649681638,79,Indie,Tasty Pics Studio,Tasty Pics Studio,2610080
Kingsgrave,2024-04-17,13324,9.99,95478.0,3.649236971474798,78,Indie,Alawar,Egg or Chicken Games,2644360
Dishwashing Simulator,2024-04-03,12031,9.99,94839.0,4.485264365334047,90,Indie,Frinky,"Frinky,Frosty",2747780
I'm counting to 6...,2024-01-26,17098,6.99,94804.0,0.8322044494652961,86,Indie,EMIKA_GAMES,EMIKA_GAMES,2717260
Roundscape Adorevia,2024-08-02,6901,15.99,94711.0,9.85695666419018,80,Indie,Arvus Games,Arvus Games,2986400
Abyss School,2024-01-19,26289,3.99,94355.0,4.04024775680354,91,Indie,eTIRUe,eTIRUe,2473710
Raw Metal,2024-03-19,5335,19.99,93469.0,6.009124128377369,89,Indie,Team Crucible,Team Crucible,2279600
异常情绪回收组,2024-01-28,10151,10.99,93379.0,12.301525684306291,85,Indie,墨元素,墨元素,2597460
全民街篮,2024-05-30,31422,0.0,92977.0,11.40682578170852,76,Indie,深圳市中手游网络科技有限公司,上海洲竞网络科技有限公司,2383020
Sumerian Six,2024-09-02,3437,29.99,92768.0,5.230193368366318,96,AA,Devolver Digital,Artificer,1429850
Open Roads,2024-03-28,6252,19.99,92665.0,2.2164894237313963,76,AA,Annapurna Interactive,Open Roads Team,1497360
Cybernetic Seduction - Season 1,2024-05-03,8497,12.99,92662.0,6.853151087871319,90,Indie,1Thousand,1Thousand,2724540
Idle Fishing,2024-05-24,46667,0.0,92146.0,46.04458467925279,77,Indie,AO Games,AO Games,2725560
Unveiling the Unknown,2024-05-07,6254,17.99,91150.0,8.885718977731928,90,Indie,TwistedScarlett60,TwistedScarlett60,2960590
STUFFED,2024-06-16,11270,12.99,90795.0,2.606987372818584,81,Indie,TheGamePublisher.com,Waving Bear Studio,1243200
Legendary Hoplite,2024-02-02,7587,14.99,90751.0,10.566538403468464,70,Indie,Ravenage Games,TripleBricksGames,1479810
Minimalist Tower Defense,2024-01-25,27004,4.99,90620.0,16.989870723384826,94,Indie,HappyFairy213,HappyFairy213,2617400
Uncover the Smoking Gun,2024-06-23,5276,19.99,90446.0,5.377597908456318,97,Indie,ReLU Games,ReLU Games,2492290
Roots of Yggdrasil,2024-09-06,9225,12.99,90157.0,6.853841751565168,92,Indie,"ManaVoid Entertainment,Indie Asylum",ManaVoid Entertainment,2071430
TOKYO PSYCHODEMIC,2024-05-29,1813,54.99,89539.0,5.858585549228073,24,Indie,GRAVITY,GRAVITY GAME ARISE,2397140
SPY×ANYA: Operation Memories,2024-06-27,2168,49.99,88877.0,8.19216012169394,90,AAA,Bandai Namco Entertainment,GrooveBoxJapan,2170370
Creatures of Ava,2024-08-07,4284,24.99,88683.0,5.758266728274435,93,AA,11 bit studios,Inverge Studios,2304440
Archaelund,2024-01-08,4922,19.99,88551.0,18.604325863989,87,Indie,4 Dimension Games,4 Dimension Games,1082970
Age of Defense,2024-07-29,13157,14.99,88271.0,6.622342614987855,78,Indie,Valkyrie Initiative,Battlecruiser Games,603320
Never Mourn,2024-05-13,9965,14.99,87827.0,4.190220142970112,89,Indie,"Poysky Productions,Light Up Games",Primal Seed,1839820
Vampire: The Masquerade - Justice,2024-02-06,4111,29.99,87251.0,2.884838067963121,68,Indie,Fast Travel Games,Fast Travel Games,2431700
The Mobius Machine,2024-03-01,4524,24.99,87128.0,10.283281637117136,83,Indie,Madruga Works,Madruga Works,2281940
Monuments Renovator,2024-03-08,9313,14.99,87084.0,6.637463072879075,74,Indie,"Games Incubator,PlayWay S.A.","Monuments Games,Games Incubator",1257280
In Search Of You,2024-07-18,15514,6.99,87038.0,3.4585829884120223,88,Indie,Celestial Star Studios,Celestial Star Studios,2963510
Ruff Ghanor,2024-02-22,5403,19.99,86902.0,11.912707709973718,94,Indie,"DX Gameworks,Magalu Games,Nonsense Creations",DX Gameworks,2087460
Duelists of Eden,2024-03-07,19473,4.99,86829.0,8.882961916395775,97,Indie,Thomas Moon Kang,Thomas Moon Kang,1664200
Snow Plowing Simulator,2024-06-19,6527,15.99,86660.0,4.197274212794315,77,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,2096030
Kingdom of Atham: Crown of the Champions,2024-01-12,6744,13.99,86608.0,44.76252961271749,80,Indie,Sofa Mauve Studio Inc.,Sofa Mauve Studio Inc.,1676380
Vertical Kingdom,2024-04-15,5365,19.99,86377.0,6.502037502275212,83,Indie,indie.io,Farlight Games Industry,1902870
Super Dark Deception,2024-07-12,5783,17.99,86169.0,6.475525689015737,67,Indie,Glowstick Entertainment,Glowstick Entertainment,2193720
The Shell Part II: Purgatorio,2024-04-18,4718,24.99,85885.0,13.636618858867438,98,Indie,Shiravune,Innocent Grey,2712550
Idol Party,2024-08-15,9890,0.0,85835.0,18.90040585677796,76,Indie,LONGYOU TECHNOLOGY PTE.LTD.,LONGYOU TECHNOLOGY PTE.LTD.,2955300
Mushoku Tensei: Jobless Reincarnation Quest of Memories,2024-06-19,2106,44.99,85274.0,6.605504766683781,66,Indie,Bushiroad Inc.,LANCARSE Ltd.,2459420
Fantasy Amusement Park II,2024-05-31,17496,5.99,85154.0,2.386453664229536,73,Indie,Shark Shark Game,Cat Paw Game,2619510
LustyVerse: Passion on Display,2024-03-22,14551,6.99,85060.0,7.235261775450229,76,Indie,Inceton games,Inceton games,2328740
Mini Settlers,2024-08-08,10001,9.99,84846.0,7.611946295559626,95,Indie,"Goblinz Publishing,IndieArk",Knight Owl Games,2521630
MY DESTINY GIRLS,2024-03-28,10132,9.99,84708.0,10.631953086248698,88,Indie,EpicDream Games,EpicDream Games,2766860
SEX Campus🔞,2024-03-02,13345,9.99,84104.0,1.400893717921749,70,Indie,Romantic Room,Romantic Room,2833810
Working Sakuya,2024-03-28,21999,6.99,83942.0,0.6717445513282418,96,Indie,ぬるぬる坊主,ぬるぬる坊主,2861150
Pet Shop Simulator,2024-06-21,7221,14.99,83875.0,6.252576189914551,76,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2401680
Shadow of the Ninja - Reborn,2024-08-29,5173,19.99,83756.0,4.068742919986549,0,Indie,"NatsumeAtari,Edigger,United Games Entertainment GmbH",NatsumeAtari,2543760
Mortal Glory 2,2024-03-04,9779,11.99,83727.0,11.982830998870288,89,Indie,Redbeak Games,Redbeak Games,2216660
Hot Therapy,2024-03-24,7024,14.99,83552.0,1.805488022420824,74,Indie,YummySoft,YummySoft,2360260
Distant Bloom,2024-03-27,5937,19.99,82715.0,6.030660089252949,84,Indie,Kinda Brave,Ember Trail,1450250
Misha's incident,2024-01-21,9393,9.99,82653.0,3.379960284632395,86,Indie,Zetlaff,Zetlaff,2723520
"Sex and the Furry Titty 3: Come Inside, Sweety",2024-05-16,10393,9.99,81316.0,4.081956048561926,91,Indie,Furlough Games PBS,Furlough Games,2221840
Terra Memoria,2024-03-27,5444,19.99,80472.0,7.421489669857486,87,Indie,Dear Villagers,La Moutarde,1912750
Hole Dweller,2024-01-19,11170,7.99,80323.0,8.243305573081305,98,Indie,"Thigh High Games,Shady Corner Games",Thigh High Games,2293850
Girls of The Tower,2024-02-23,19531,6.99,80184.0,11.944999317231185,89,Indie,OKJOY,Robo Cat,2688680
"Everlasting Flowers - Where there is a will, there is a way",2024-08-28,2966,29.99,80055.0,5.093116591993197,86,Indie,RIGHTWAY,"sprite,flowers.studio",2795270
Let's take a bath with Purin 2,2024-07-11,6829,17.99,79862.0,1.285001362466089,79,Indie,Parabolica Games,Parabolica Games,2973500
Step-Sister's Pussy 🔞,2024-05-04,11885,9.99,79636.0,1.359626699786155,66,Indie,Lust Desires 🖤,Lust Desires 🖤,2889280
DEVIATOR,2024-08-01,13896,6.99,79632.0,4.154207295492834,72,AA,SapStaR Games,Gami Studio,2620730
Berserk Boy,2024-03-06,5193,20.0,79600.0,4.544247462000582,94,Indie,BerserkBoy Games,BerserkBoy Games,1561340
Sinners Landing,2024-03-21,6625,14.99,79552.0,6.418405065171533,92,Indie,Flexible Media,Flexible Media,1816140
Klaroro - Abyss of the Soul,2024-06-24,13771,6.99,79363.0,1.154620119000862,81,Indie,"Mango Party,Mango Party News",Ccryu,2822010
Tortuga - A Pirate's Tale,2024-02-13,3832,24.99,79354.0,14.996518560571472,61,AA,Kalypso Media,Gaming Minds Studios,1604250
Go Mecha Ball,2024-01-25,5660,19.99,78981.0,5.399627908579028,94,Indie,Super Rare Originals,Whale Peak Games,2008510
Little Lives,2024-03-08,8703,12.99,78886.0,9.53390087677779,85,Indie,Houndstooth Games,Houndstooth Games,1505560
Taora : Survival,2024-05-23,6923,13.99,78871.0,5.789378879025474,72,Indie,"Tulpar Games,TheGamesFortress",Tulpar Games,2165470
Vampire Therapist,2024-07-18,5819,14.99,78504.0,5.388496619369406,98,Indie,Little Bat Games,Little Bat Games,2481020
